Gene_acc,PG.ProteinAccessions,S1,S2,S3,I1,I2,I3,Desc
47,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,36626.6953125,33123.296875,30786.5625,186499.375,182987.921875,187370.109375,"hypothetical protein, conserved"
48,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,905472.625,1260280.625,1062272.25,3124171,2651969.5,3016759.75,"prohibitin 2, putative"
49,Tb10.v4.0066:pseudogenic_transcript-p1,220001.4375,396804.0625,241204.859375,Filtered,11028.896484375,Filtered,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
53,Tb10.v4.0217:mRNA-p1,158395.359375,205159.6875,162591.71875,38270.97265625,Filtered,27187.896484375,hypothetical protein
54,Tb10.v4.0219:pseudogenic_transcript-p1,248164.734375,199539.15625,126694.625,49247.69140625,85611.53125,75940.8984375,"retrotransposon hot spot protein (RHS, pseudogene), putative"
55,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,103095.8671875,10090.0419921875,17758.734375,454126.8125,491642.96875,446727.9375,base J-associated glucosyltransferase
57,Tb10.v4.0248:mRNA-p1;Tb927.10.6920:mRNA-p1,250782.421875,274997.25,305580.1875,1761308.125,1766707.25,1835699.125,hypothetical protein
58,Tb11.01.2730.1-p1,385443.0625,365564.25,402256.3125,1484377.75,1609687.75,1541222,"hypothetical protein, conserved"
59,Tb11.01.6250:mRNA-p1,Filtered,7716.43212890625,Filtered,Filtered,Filtered,Filtered,"expression site-associated gene 11 (ESAG11) protein, putative"
60,Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1,82083.625,82284.3984375,118845.375,10050.9619140625,22627.73046875,13704.830078125,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
61,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,1072631.125,1196931,1140942.125,398750.96875,354366.25,371212.5625,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
62,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,92599.125,102039.1171875,108354.8046875,514346.1875,485440.84375,524098.6875,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
64,Tb11.02.5360:mRNA-p1;Tb11.02.5360b.1-p1,49891.25,58968.8203125,58875.69921875,Filtered,1.2158156633377075,11221.3095703125,"hypothetical protein, conserved"
65,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,3309981.25,3442255.75,3853621.75,12688945,13177169,14572218,"exosome complex exonuclease RRP44p homologue, putative"
66,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,231028.15625,244668.578125,234691.328125,116255.6484375,138184.9375,115690.71875,"mRNA processing protein, putative"
67,Tb11.02.5400:mRNA-p1;Tb11.02.5400b.1-p1,72030.8828125,49692.05859375,98911.109375,Filtered,Filtered,10027.7138671875,"cystathionine beta-synthase, putative"
68,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,499880.1875,414463.96875,1062467.875,310592.84375,173142.265625,Filtered,"ubiquitin activating enzyme, putative"
69,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,5057916,5052218,5125106.5,1746180.75,1783669.5,1744184.5,"NADPH-cytochrome p450 reductase, putative"
70,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,125564.2109375,137732.5,136720.75,81543.2421875,91514.078125,77062.8203125,"hypothetical protein, conserved"
71,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,6155434.5,6769981,5253593,19313704,19702864,20103074,40S ribosomal protein S14
72,Tb11.0320:mRNA-p1;Tb927.11.7690.1-p1,89505.0390625,97952.203125,67840.375,69251.328125,96222.0390625,144048.359375,hypothetical protein
73,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,655996,705057.1875,711710.5625,36082.11328125,27266.54296875,34732.39453125,hypothetical protein
75,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,56006.55078125,49226.66796875,63960.16796875,1070318,1092629.25,1061596.875,"dynein arm light chain, axonemal, putative"
76,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,4968337,2675845.25,5911886,134846576,201877984,8810384,epsilon tubulin
77,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,97114.0546875,83306.8984375,65565.8125,71709.671875,88486.375,59112.984375,"hypothetical protein, conserved"
81,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,4089731.5,4771356,4770352,21245520,20646044,19757344,"dynein light chain LC8, putative"
82,Tb11.0870:mRNA-p1;Tb927.11.690:mRNA-p1,21192.26953125,15830.11328125,27685.734375,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
85,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,263139.875,263396.25,251699.828125,10048463,9630491,10182681,"hypothetical protein, conserved"
86,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,1408718.625,1427847.375,1443385.5,246718.109375,173144.390625,191250.484375,"metallo- peptidase, Clan MG, Family M24"
87,Tb11.1370.1-p1;Tb11.1420:mRNA-p1;Tb927.11.1850:mRNA-p1,40111.28515625,44191.2890625,48798.015625,18166.9765625,24008.56640625,31146.8828125,"hypothetical protein, conserved"
88,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,452139.59375,339344.6875,393899.21875,15766780,16562111,17585724,"hypothetical protein, conserved"
89,Tb11.1410.1-p1;Tb927.11.1810:mRNA-p1,125353.28125,154804.140625,134378.328125,26871.62890625,29928.548828125,35120.6328125,"Ring finger domain containing protein, putative"
90,Tb11.1780.1-p1,6794056,6380882.5,7404845.5,2201626.25,1989339.875,2001659.125,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
91,Tb11.1790.1-p1,1038091.875,1043041.0625,2032291.25,273482.15625,271012.625,291939.09375,"retrotransposon hot spot protein (RHS, pseudogene), putative"
92,Tb11.1810.1-p1;Tb11.1810b.1-p1,1106666.5,351989.6875,598076.375,1371688.625,1760549.5,1416376.375,"retrotransposon hot spot protein (RHS, pseudogene), putative"
93,Tb11.v5.0147.1-p1;Tb927.7.4600:mRNA-p1,1506206,1250006.25,1160894.375,79560.3828125,79645.53125,64200.5546875,"Calponin homology (CH) domain containing protein, putative"
94,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,63119.08984375,46685.44140625,57632.640625,129469.2734375,124611.234375,125827.3359375,J Biosynthesis Protein 2
95,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,337863.8125,448095.125,315697.1875,149938.09375,142814.40625,148653.21875,hypothetical protein
97,Tb11.v5.0155.1-p1;Tb927.7.4720:mRNA-p1,134255.828125,119927.875,128019.84375,Filtered,Filtered,Filtered,hypothetical protein
98,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,47603.57421875,43740.1328125,33775.296875,412003.25,512341.625,473143.6875,"hypothetical protein, conserved"
99,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,1845673.125,1856675.375,2019980.5,671816.5,867600.6875,377605.59375,"hypothetical protein, conserved"
100,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,8705883,10533999,9193760,6330336.5,7607665,6194773,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
101,Tb11.v5.0161.1-p1;Tb927.7.4780:mRNA-p1,66874.4609375,82985.546875,97167.5703125,415591.1875,500498.375,442901.0625,"conserved hypothetical protein, putative"
102,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,3444419,4042321.25,3624545,210382.375,192667.09375,249799.375,proteasome beta 6 subunit
103,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,778902.8125,734557.0625,670710.3125,292495.5,381925.3125,279768.75,"HD domain containing protein, putative"
104,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,301688.75,423863.09375,340607.53125,511385.09375,414660.5625,580266.5,"Trm112p-like protein, putative"
105,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,95495.1015625,99095.0703125,86646.265625,1113594.875,1123122,1093871.375,"hypothetical protein, conserved"
106,Tb11.v5.0167.1-p1;Tb927.7.4850:mRNA-p1,6160.9130859375,4416.01904296875,5378.8916015625,106114.984375,106420.046875,107792.8125,kinetoplastid kinetochore protein 5
107,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,52071.04296875,45583.6328125,48025.77734375,113572.671875,103205.3515625,101392.3515625,kinetoplastid kinetochore protein 13
108,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,74399.75,77695.640625,80790,1597521.875,1663454.875,1689471.375,"hypothetical protein, conserved"
109,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,350774.84375,322218.9375,444229.9375,178308.375,180820.875,188705.359375,Present in the outer mitochondrial membrane proteome 34
110,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,1308346.125,1179745.125,1359179,489470.0625,475100.875,490490.25,5'-3' exoribonuclease A
111,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,47603.4453125,34207.02734375,23632.9765625,1768376.625,1650937.125,1793570.625,"hypothetical protein, conserved"
113,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,503877.84375,530117.875,513066.5,167821.875,192031.40625,173553.546875,"hypothetical protein, conserved"
114,Tb11.v5.0179.1-p1;Tb927.7.4980:mRNA-p1,22884.697265625,29365.091796875,27299.140625,86698.8515625,80215.546875,82845.4609375,Present in the outer mitochondrial membrane proteome 35
115,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,816188.0625,632381.375,682579.375,169263.34375,97658.2578125,67694.7421875,"hypothetical protein, conserved"
116,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,8787580,7031541,7847005.5,23063876,23687312,22490528,"60S ribosomal protein L19, putative"
117,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,9251287,8431917,9806895,802353.875,790894.8125,862017.1875,"hypothetical protein, conserved"
118,Tb11.v5.0184.1-p1;Tb927.7.5040:mRNA-p1,1286.4481201171875,Filtered,365780.25,145464.34375,136578.609375,142582.859375,"kinesin, putative"
119,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,24414.306640625,20100.009765625,27348.173828125,916491.3125,884769.375,914889.75,"hypothetical protein, conserved"
120,Tb11.v5.0187.1-p1;Tb927.7.5070:mRNA-p1,50926.22265625,38476.421875,40718.015625,Filtered,Filtered,Filtered,hypothetical protein
121,Tb11.v5.0188.1-p1;Tb927.7.5080:mRNA-p1,186156.890625,194572.546875,175463.609375,5979,7717.5546875,7383.09814453125,ATP-NAD kinase-like protein
122,Tb11.v5.0190.1-p1;Tb927.10.5950:mRNA-p1,679591.875,230279.65625,242775.1875,Filtered,Filtered,Filtered,"Serine/threonine-protein kinase NEK17, putative"
123,Tb11.v5.0191.1-p1,465863.4375,400719.3125,436563.9375,138813.234375,123737.7734375,126725.453125,"ELMO/CED-12 family, putative"
125,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,27251.96875,13659.0322265625,29169.677734375,226529.015625,212246.96875,219644.296875,"Centrosomal protein of 57 kDa, putative"
126,Tb11.v5.0196.1-p1,1154587.375,1385439.375,1188927,76332.03125,65502.46875,220833.375,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
127,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,5105884,5194980.5,4798373,3981254,3243063.5,3613699,universal minicircle sequence binding protein 2
128,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,1872972.125,2284523,1877900.125,212111.0625,493468.4375,534377.75,"proteasome subunit beta type-5, putative"
129,Tb11.v5.0201.1-p1;Tb927.10.6090:mRNA-p1,51328.51171875,68739.453125,47690.546875,27589.8828125,31730.216796875,33158.6015625,"tRNA pseudouridine synthase A, putative"
130,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,57734.38671875,35311.95703125,67800.7421875,339693.875,382897.25,316314.46875,"hypothetical protein, conserved"
131,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,65873.609375,70485.1640625,58358.9375,Filtered,15509.51953125,12008.89453125,"Peptidase M76 family, putative"
132,Tb11.v5.0205.1-p1;Tb927.10.6130:mRNA-p1,57693.15625,58795.13671875,60365.3203125,54088.2578125,30245.736328125,47419.7734375,"hypothetical protein, conserved"
134,Tb11.v5.0210.1-p1;Tb927.5.286b:mRNA-p1,86570.25,51337.78515625,54866.55859375,Filtered,81311.828125,Filtered,adenosine transporter 1
135,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,127657.7578125,124192.1484375,125302.96875,319369.5625,Filtered,35423.1484375,"variant surface glycoprotein (VSG)-related, putative"
136,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,5573841,5789203,5524787,1646684,1749554.25,1780333.75,retrotransposon hotspot (RHS) protein 1
137,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,3952116.25,3305367,3665733,256018,201718.96875,221237.734375,"invariant surface glycoprotein, putative"
138,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,132934.5,279695.53125,293423.1875,2555737.25,2394783.75,2521373,"hypothetical protein, conserved"
139,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,316587.5625,292891.875,334712,Filtered,Filtered,Filtered,"methyltransferase, putative"
141,Tb11.v5.0222.1-p1;Tb927.5.450:mRNA-p1,60927.58984375,58136.1328125,67502.671875,31506.818359375,Filtered,39189.078125,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
142,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,71881.8046875,84625.1640625,83227.6484375,5104.681640625,4051.62841796875,6921.2841796875,"invariant surface glycoprotein, putative"
143,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,1487089.875,1724224.25,1651435.75,90231.3203125,105020.3046875,115412.375,"75 kDa invariant surface glycoprotein, putative"
144,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,1319871.5,1515056.75,1462844.5,362023.28125,315752.375,295131.46875,"75 kDa invariant surface glycoprotein, putative"
145,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,2656678.5,2850202.5,2543153,238087.96875,200702.78125,245531.109375,75 kDa invariant surface glycoprotein
146,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,15827.23046875,16359.58984375,17793.904296875,149514.3125,104330.296875,89470.921875,"cAMP binding protein, putative"
147,Tb11.v5.0236.1-p1;Tb927.10.5210:mRNA-p1,154321.65625,106649.296875,129573.3203125,44400.3671875,84361.34375,37912.42578125,TFIIH basal transcription factor subunit
148,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,196759.5,143806.5625,160452.140625,67186.46875,62299.51171875,62591.5234375,"hypothetical protein, conserved"
149,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,15606609,12367709,13224581,33978984,36755664,34995504,"40S ribosomal protein S18, putative"
151,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,420577.375,406470.375,382008,169522.96875,103889.28125,129752.0859375,"AMP-activated kinase, alpha 1"
152,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,484692.71875,437596.1875,501987.8125,819214,625422.0625,660163.625,"eukaryotic translation initiation factor 6 (eIF-6), putative"
153,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,191219.03125,186451.375,202436.34375,17124.677734375,49376.734375,13288.69140625,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
154,Tb11.v5.0249.1-p1;Tb927.10.5270:mRNA-p1,162834.546875,132927.609375,155450.6875,67259.28125,122061.171875,34550.453125,mitogen-activated protein kinase kinase 5
155,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,303629.71875,281849.84375,242761.75,1164750.5,1140992.75,1187111.75,"RNA binding protein, putative"
156,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,316876.125,351002.78125,390365.125,35438.41015625,48186.05078125,39848.23828125,"major facilitator superfamily, putative"
157,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,538463.875,429527.0625,477919.09375,171261.828125,201814.65625,186074.9375,"pantothenate kinase subunit, putative"
158,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,507341.5625,368236.4375,353943.125,621864.375,674750,598325.25,"DNA-direcetd RNA polymerase II, subunit 9, putative"
159,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,1515287.5,1250103.375,1394616.5,61994.359375,94499.2109375,36730.17578125,"proteasome beta 3 subunit, putative"
160,Tb11.v5.0258.1-p1;Tb927.11.7240:mRNA-p1,89200.265625,78974.6171875,94837.984375,2400942,2411323,2609721.75,nexin-dynein regulatory complex 2
161,Tb11.v5.0261.1-p1;Tb927.7.4480:mRNA-p1,4766233,5764779,5810338.5,85693.0625,70778.21875,149509.59375,"adenosine 5'-monophosphoramidase, putative"
162,Tb11.v5.0262.1-p1;Tb927.7.4490:mRNA-p1,174967.84375,163812.21875,169616.75,490538.15625,485407.71875,469689.9375,"hypothetical protein, conserved"
163,Tb11.v5.0263.1-p1;Tb927.7.4500:mRNA-p1,5956269.5,6538181,6746123.5,101693.796875,103417.1328125,176358.46875,"PX domain containing protein, putative"
164,Tb11.v5.0264.1-p1;Tb927.7.4510:mRNA-p1,68211.328125,26520.654296875,73946.8515625,297014.4375,316734.03125,312932.28125,"Domain of unknown function (DUF4201), putative"
165,Tb11.v5.0265.1-p1;Tb927.7.4520:mRNA-p1,11980056,12271294,13363166,104092.6328125,101039,157361.671875,"Thioredoxin-like, putative"
166,Tb11.v5.0267.1-p1;Tb927.7.4540:mRNA-p1,64798.11328125,29897.046875,49527.14453125,407893.5625,396161.90625,408631.34375,"hypothetical protein, conserved"
167,Tb11.v5.0268.1-p1;Tb927.7.4550:mRNA-p1,298485.53125,326935.65625,308407,183273.046875,195480.078125,201544.859375,Mitochondrial ribosomal protein L7/L12
169,Tb11.v5.0270.1-p1;Tb927.7.4570:mRNA-p1,4630466.5,5484322.5,5352998.5,1807667.75,1586176.5,1875601.25,inosine-guanine nucleoside hydrolase
170,Tb11.v5.0271.1-p1;Tb927.10.6350:mRNA-p1,69010.6796875,51993.984375,79540.9140625,1626299.625,1542672.875,1894301.75,trypanin
171,Tb11.v5.0272.1-p1;Tb927.10.6340:mRNA-p1,56843.7734375,31684.025390625,81086.5234375,513830.34375,464768.34375,557392.375,"hypothetical protein, conserved"
172,Tb11.v5.0273.1-p1;Tb927.10.6330:mRNA-p1,13632.9658203125,Filtered,24274.0234375,468459.0625,458587.09375,470351.71875,kinetoplastid kinetochore protein 1
173,Tb11.v5.0274.1-p1;Tb927.10.6320:mRNA-p1,95795.1640625,96012.09375,75015.203125,1368998.25,1201681.5,1196262.125,"CBF/Mak21 family, putative"
174,Tb11.v5.0275.1-p1;Tb927.10.6310:mRNA-p1,762861.625,896699.375,806758.125,51230.8984375,79375.6328125,93954.40625,"major vault protein, putative"
175,Tb11.v5.0276.1-p1;Tb927.10.6300:mRNA-p1,25375.041015625,14841.8974609375,14388.9873046875,Filtered,Filtered,Filtered,Mitochondrial ribosomal protein S5
176,Tb11.v5.0277.1-p1;Tb927.10.6290:mRNA-p1,244022.921875,243203.8125,218392.671875,1370260.75,1174265.75,1268306.25,"ATP-dependent DEAD/H RNA helicase, putative"
177,Tb11.v5.0278.1-p1;Tb927.10.6280:mRNA-p1,93443.921875,139708.3125,101592.4921875,48446.828125,Filtered,Filtered,"N-terminal glutamine amidase, putative"
179,Tb11.v5.0289.1-p1;Tb927.11.12770:mRNA-p1,127680.0234375,116053.6015625,141991.875,28293.4375,21077.28125,30454.18359375,"ubiquitin ligase, putative"
180,Tb11.v5.0291.1-p1;Tb927.11.12750:mRNA-p1,359945.0625,409253.65625,435192.3125,696165.875,553340.25,552652.8125,cleavage and polyadenylation specificity factor 30 kDa subunit
181,Tb11.v5.0303.1-p1;Tb927.10.15930:mRNA-p1,9361.3076171875,14205.7392578125,8137.3525390625,398610.1875,396574.53125,373376.53125,"pdz domain containing protein, putative"
182,Tb11.v5.0305.1-p1;Tb927.10.15950:mRNA-p1,36027.015625,42297.14453125,46948.578125,263589.90625,300241.625,292958.8125,TATA-box-binding protein
183,Tb11.v5.0306.1-p1;Tb927.10.15970:mRNA-p1,63489.2265625,69790.40625,60909.83984375,Filtered,Filtered,Filtered,"Triglyceride lipase, putative"
184,Tb11.v5.0325.1-p1,847579,1069158,997022.375,335492.125,342585.34375,300727.3125,"retrotransposon hot spot (RHS) protein, putative"
185,Tb11.v5.0326.1-p1,926946.625,1238137.875,1103641.5,379120.5625,742312.5625,503241.9375,"retrotransposon hot spot (RHS) protein, putative"
186,Tb11.v5.0330.1-p1;Tb927.10.8440:mRNA-p1,29987354,34726640,37774316,7131558,7103074,8310178.5,glucose transporter 1B
187,Tb11.v5.0331.1-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8520:mRNA-p1,408466.6875,251100.21875,195878.5625,28282.2890625,126839.390625,106859.5078125,"glucose transporter, putative"
